'7p5um_afterProtein_0'	'7p5um_afterProtein_1'	'7p5um_afterProtein_2'	'7p5um_afterProtein_3'	'7p5um_afterProtein_4'	'7p5um_beforeProtein_0'	'7p5um_beforeProtein_1'	'7p5um_beforeProtein_2'	'7p5um_beforeProtein_3'	'7p5um_beforeProtein_4'	'7p5um_duringProtein_0'	'7p5um_duringProtein_1'	'7p5um_duringProtein_2'	'7p5um_duringProtein_3'	'7p5um_duringProtein_4'
-0.00457929372882282	-0.004335468024680267	-0.000924204028989406	-0.002591139793685804	-0.001609791542492633	0.002630851833425818	0.001188292849746031	0.002200487352890468	-0.005097975537477151	-0.005148582436772298	0.0004101290266678159	0.001091983774111627	-0.0009783523929956517	0.004508471494044375	-0.001293399397692407
-0.004155606071428952	-0.003610504060858888	-0.001560819318869977	-0.002843723067139925	-0.00246204512384085	0.003413760426707269	0.002427432870618973	0.00305268272594883	-0.004082494051750041	-0.004628700708205091	0.0003927306608090264	0.0007022519367401586	-0.0009613301291447329	0.004116481021994134	-0.001594419181330464
-0.005627217342973778	-0.003370176232550315	-0.002492463742204354	-0.001873482333883458	-0.002978050308776403	0.004117183562073801	0.003320977591791674	0.003591735508444382	-0.004468693831183923	-0.005102313708596484	-0.0004355930280679488	0.0006987988190673006	0.0001111196577411877	0.004047743248542679	-0.002315413928718424
-0.005962046410654009	-0.00366035254138658	-0.002593950660899624	-0.001276770892381318	-0.002609837271736914	0.004554394053161159	0.003040069799592315	0.002853472841024995	-0.004116624835203975	-0.005592454957158544	-0.0003651272137848993	0.0002259086257395959	-0.0001862289918035942	0.00436545284725165	-0.003072469329655714
-0.005344886054722719	-0.00363256110229665	-0.002544145708285095	-0.001407158878972303	-0.002879922619177355	0.005261136520161358	0.002086579361813334	0.003076302722862523	-0.003441110017856353	-0.005943942762644538	1.929275284706655e-05	-0.0007609307085417183	0.001012607396388532	0.005657187036142708	-0.002919445693749689
-0.005690763128777365	-0.003726774654571829	-0.002804218557556637	-0.002360400302283905	-0.002846570467170295	0.004093659638096714	0.002572757330539022	0.00259392746703424	-0.003772283322194592	-0.005712017645257084	0.001150717780250443	-0.0004230191131637945	-4.994825179649443e-05	0.005707931170476799	-0.002452366525190375
-0.006500159414818185	-0.003950165402214767	-0.002655023937949252	-0.002610831201179664	-0.002881679574321394	0.003148910209740063	0.00233944043209694	0.003522070723564807	-0.003996395034115863	-0.005817929724996618	0.001923489267078415	-1.667487222706265e-05	0.0005097045455279559	0.005425230773595691	-0.002376180274507311
-0.00653951581408363	-0.00327878738640236	-0.00182672931475869	-0.002770601696164277	-0.001618143101333569	0.003087377386240653	0.002642545182311495	0.003802231795880906	-0.004642816898697943	-0.006113261471216158	0.002136990367905711	0.001769497482473695	0.0005813422712195315	0.005933891145195935	-0.003257991882809397
-0.006368690392916654	-0.004846625522408166	-0.001447300963842713	-0.003152473124278632	-0.002757560384340607	0.002128086366206872	0.002998878123379012	0.003936064920039728	-0.004134976058704276	-0.005221763426706105	0.002092660294819249	0.001758816180385758	0.0005771659839462484	0.005477470596351008	-0.002991512294863108
-0.006146843160018678	-0.00516695952997992	-0.001316561425702023	-0.003702108542558868	-0.00293692034385451	0.003300002207187291	0.003273017982763304	0.005163257718988845	-0.004445678318688862	-0.005271054536232445	0.001593004004112442	0.0009143348488165753	-0.0001583754018358863	0.006003712847383935	-0.002762366018669582
-0.005771140751543169	-0.00404401783780356	-0.002013172815820363	-0.004138442725217073	-0.002292548577048859	0.002891297632892753	0.002910425242887815	0.005199258498398529	-0.005178130795754687	-0.005141377677504111	0.001319339827610455	0.001969802020193062	6.439418339776459e-05	0.006504566904258491	-0.003722329399646895
-0.007190451663888209	-0.004274038924264756	-0.002170144830431986	-0.004462345512817434	-0.002479025516932243	0.002624099360943766	0.00387212341452875	0.004525886749060959	-0.005321062925686793	-0.005612629178300632	0.001523649913489522	0.0004430021472178469	-0.0002448192577845232	0.00743882880882818	-0.003475403234384444
-0.007361654265521489	-0.004612883296941872	-0.001863404922544554	-0.004088060806693883	-0.001762953296739589	0.003888264726988111	0.004131081848496865	0.004194160906139777	-0.005768013887562817	-0.006062129331164789	0.002370851012144293	0.0001875399702106068	-0.0009912468507773942	0.005817423788938902	-0.003908274458483685
-0.008537407047497614	-0.004977799305116104	-0.0009614986405863668	-0.003873149435951018	-0.001672336650190953	0.004724976537184955	0.00334921610607003	0.004354558675074838	-0.005922986219455417	-0.006152805408175865	0.002050843771813526	-0.0001067895175444755	-0.00207249214476557	0.006087666215142395	-0.003990834313417457
-0.00874710128138001	-0.004676911105481851	-0.0009059539866768107	-0.003949250008436378	-0.001896281314071269	0.003583451841178142	0.003162033597849112	0.004283068373362897	-0.005664201209158781	-0.006034811536291484	0.001308094048241504	0.0004538913187311644	-0.002674220134181227	0.005919230561132138	-0.003823817591074363
-0.008886663862960442	-0.0049305342172144	-0.0009869348307142145	-0.004001033483210015	-0.0009070013946159694	0.003963762028758588	0.00380663777578355	0.004350475770595774	-0.006419762793652695	-0.006266922280059428	0.001314451275423734	0.0005723315871610929	-0.001328329090157954	0.006031825953802972	-0.00370420626712864
-0.008977395074034833	-0.00618617002060029	-0.00103880179329241	-0.003810115838618511	-0.001340594861750199	0.004606283113577248	0.003176299330344079	0.004899900254351497	-0.005522550018278172	-0.007098712674651009	0.0009468293018534135	0.0007166849845103573	0.0001425443787316794	0.006508193405739993	-0.00341507239551142
-0.009174165616028129	-0.006423493538537606	-0.002183167449690715	-0.004093866656762979	-0.001159359888026179	0.003669954294871935	0.003483356889944778	0.00498446804456032	-0.005169003543397332	-0.007072500043030616	-0.0002937546677690417	0.001310561305384123	-0.0001926202465257765	0.005907145150127413	-0.003003356268434287
-0.009060316975226357	-0.0068579499277025	-0.001971870841541823	-0.003904215374774256	-0.0008902144819797897	0.003143167202217079	0.00348450261545602	0.004841372579750147	-0.00615139116843183	-0.006989848136724541	0.00013264251625833	0.001895434476591476	0.0002284511614862872	0.005961722465424257	-0.002540404187212075
-0.009224067153238757	-0.006926329347845428	-0.003101093466943761	-0.003673256549565296	-0.0008783126510567563	0.002820914818312259	0.00370001906925993	0.003809687926309535	-0.006865401458208853	-0.005891191304534193	0.0001176931250561619	0.002028271202586723	0.001700990103723488	0.005814998870749599	-0.003359733679966614
-0.008487194243623541	-0.007358096920954849	-0.003729914483160623	-0.004441735342920361	-0.0006922996899425549	0.002657522027682324	0.003301140883678	0.002755102165243772	-0.00728775058954767	-0.006205085181066661	3.875427904875828e-05	0.003183618112216749	0.0003885531903731754	0.006220990804748805	-0.00410623734560206
-0.009651281199883011	-0.007563396443638182	-0.004567610831221591	-0.004940461655496164	-0.0005062623104488129	0.002593119461427817	0.003951944947804709	0.003795827918589345	-0.007358152813126462	-0.005360383797967105	-0.0001655088178953434	0.002180861122099073	0.001027259216014209	0.006671966549506525	-0.003732747210023868
-0.0102792845821138	-0.007454082164969622	-0.00541984315259092	-0.004430180588431143	0.0002686573544470328	0.002728086046393297	0.003676564474792865	0.003421057330946664	-0.007727641533587959	-0.006270055538444286	0.0003904662029117212	0.001685345994266355	0.001257151914722032	0.006929300055962428	-0.004021368737792241
-0.01130483928717052	-0.00757495293061905	-0.005764125441541812	-0.004738447933348988	0.0001102779591046765	0.002687470839855211	0.003601815292169519	0.003374674481922968	-0.00698131842901123	-0.005311780766074636	0.001327898672848771	0.001779101206085321	0.001546111878015788	0.007120440556808494	-0.004851469442244405
-0.01101464155669729	-0.008518429273948358	-0.00514613208785486	-0.003948390900751941	0.0009116711438401648	0.003814730131593835	0.004488589759348405	0.003154515888976084	-0.006879455141341639	-0.005539338776480385	0.0008645634053869866	0.002274741690635823	0.00180548133901115	0.006799845646903779	-0.005174132218860095
-0.01137956461434453	-0.008085310488494646	-0.005839254438928188	-0.003089201199811042	0.0006842905366750696	0.002564169681763762	0.003315574351067552	0.003119559879299127	-0.007265960911958358	-0.005106908871271409	0.0007109191421220684	0.001549153184630031	0.001502219643303548	0.006420811820369188	-0.005342379057991009
-0.0116572618319597	-0.007772830566691535	-0.005856184093490757	-0.003367237782615051	0.0007154063653906917	0.002894193473101492	0.003136850437046146	0.003125355450236511	-0.007605670193835401	-0.004683255984181622	0.001075328115001661	0.00202068264819999	0.001969726327785526	0.007773245111251381	-0.00580232922168944
-0.01155580313302584	-0.007883984901278229	-0.006156949670072742	-0.003909802914893679	0.0005746839152152017	0.002982324510693135	0.003173507842464007	0.002571640566558564	-0.00927814417628986	-0.004268725984174826	0.0003057661709937598	8.235692608882239e-05	0.001940303656049913	0.007393454735620975	-0.006078218932454749
-0.01280878005745023	-0.008080574460119727	-0.006905127907368858	-0.003698503958109278	0.001200113054697916	0.00367497503171621	0.002773450233021946	0.00224223817354452	-0.009947620204108054	-0.004499663259203812	0.0007376227470299312	0.001307583601704868	0.0006220252739415622	0.007155916597890111	-0.006462210933393442
-0.01156016005113047	-0.008634923393262606	-0.007728656450193605	-0.003856248469996548	0.001373854002688857	0.003028662388614989	0.002672062042926193	0.002742732284352178	-0.009910359632133048	-0.0050078143671487	0.0008363140035989591	0.00197751766027722	0.0006632255374997009	0.007268416967039948	-0.006229835750826862
-0.0114552546544805	-0.008910140090101382	-0.007306112779509211	-0.003856345994967703	0.001249719494236912	0.002651457940373358	0.002398001939002803	0.002262737914744406	-0.00891830182706338	-0.005357532750024263	-0.0001924901085781361	0.002612182910612923	0.001171788928850892	0.006626196755431191	-0.00495882120328961
-0.01093587930902895	-0.008007171259267754	-0.006651107150316471	-0.003256855065675468	0.00156879799959464	0.003068984110903061	0.001130376879235506	0.002078153800959548	-0.008915245120256987	-0.005294499477303427	0.0002433239665958764	0.001989141620055396	0.0006045680189015745	0.005987431977894919	-0.005473364340776388
-0.01061760699884073	-0.008417473181869528	-0.007235416090402569	-0.002580823694541268	0.002775647128789416	0.002731035196728793	0.001316874337644491	0.001353915027378361	-0.008775016519906143	-0.004547201688406166	0.0007418860394287075	0.001472557025375604	0.000791069111290732	0.005914810757058409	-0.005166650892839408
-0.0102966729275914	-0.009144742985098209	-0.007675877571787115	-0.00267989610653091	0.003275986979131451	0.003229229192547645	0.001838153811703713	0.001728358479032188	-0.008763234427469457	-0.004889368518372517	0.001219182380421735	0.001260498493832904	0.0007354117988874198	0.006298663669007887	-0.005455188181623272
-0.01040168744253112	-0.009405527045865003	-0.008290305380117213	-0.002180105175705271	0.002965998263271041	0.002550165763415713	0.001915182012366345	0.0008438163818765831	-0.008206658266563249	-0.005419552623753154	0.0006733236528874142	0.001432790971897399	0.001430077649812567	0.005781554201018169	-0.004533203056434953
-0.009983731312242505	-0.008617926982192325	-0.0093344841105929	-0.002279585699378417	0.001827849485701138	0.002357015498852699	0.00145546273215269	0.0006108370448756339	-0.007989196818385669	-0.004657169366315772	0.0007629764323309196	0.0003959144289753386	0.001120042329225357	0.006347638764942876	-0.004464130950606271
-0.01039958456303003	-0.007972526098200261	-0.009480839804703822	-0.003419022766403379	0.002603740162109958	0.003549135422494576	0.001270646652260343	0.0009094628255129633	-0.00869268885595359	-0.004738837183593692	0.001115955598063767	0.001030681018695329	0.0009927880312446402	0.007017697761394937	-0.003957302238064009
-0.0107777285181192	-0.007253488717937628	-0.01010675454028975	-0.003044010082702886	0.002506698709490829	0.003052612828905676	0.0009432366267614345	0.0001587891213983283	-0.008441605767069926	-0.005076655411206721	0.0003209277744052885	0.00115797150693861	0.0006630610200700771	0.007483015421270445	-0.002575437605397746
-0.01004216702237593	-0.00778920975914571	-0.009810119931507488	-0.002379833515582686	0.002827526985739182	0.00257522665468124	0.001200824469854811	-0.0008243756278256686	-0.008811340667216394	-0.004954327015062154	-0.000483330178233099	0.001651512141248174	0.0002974204569321515	0.007816477283177192	-0.002243801583076299
-0.01141670578049292	-0.006980965936062844	-0.009493888150742702	-0.002443770651884614	0.001622709688607005	0.00192024053170825	0.001920021420018236	-0.001069243984602175	-0.007689187047390744	-0.004689932370214644	-0.001639221436113503	0.001081736163399044	0.0009746844902152607	0.008194620701010347	-0.002094752546223655
-0.01190380303088612	-0.006385938861624696	-0.009706017572000847	-0.001639660275743526	0.001549263354841734	0.0007764254675830529	0.002589435492522163	-0.0008380417174376209	-0.007047649064999884	-0.005351506040455756	-0.001938919324865673	-7.384396720416797e-05	0.0008021208083815456	0.007945574621860685	-0.001846701606522838
-0.01075920167122368	-0.00487224933145386	-0.009945581613290955	-0.001333093775595207	0.001455463863088813	0.001988171445773457	0.003029155094314284	-0.000706724864696251	-0.006829040757597493	-0.004979650769768029	-0.001207985469137141	0.0004617751592585623	0.0008568721631930232	0.0082568511491522	-0.002301129674958824
-0.01088760737374661	-0.005177133510151088	-0.00915648036430039	-0.0009780313391384299	0.001635567808577543	0.001829816575387166	0.00285622923106893	-0.0005121161205152713	-0.006056958163221715	-0.005946271682241711	-0.001961015271844668	0.001444084350192582	-0.0006397609211196142	0.008576396147638443	-0.001750820962618249
-0.01008370650485202	-0.004562519452578073	-0.009269766395580525	-0.0007130449526938643	0.002959032488347724	0.00231275083826521	0.002004040967123366	-0.0009751649448722643	-0.006919287403994001	-0.005908122297820451	-0.0006994068214881688	0.001855360293408409	-0.0002213969057643372	0.009966774391475808	-0.0005894022939006982
-0.009305354466845994	-0.004424166201535795	-0.0103746736578697	-0.0002563936515903031	0.00300502189591545	0.003125881539937869	0.002492698166542906	-0.0004462673030254383	-0.005932726125160659	-0.005434595338322579	-0.001340242923356993	0.001896014139933705	-0.0004321891375483333	0.009533402597550145	-0.0006414985923887673
-0.008257781158994559	-0.004725918322091183	-0.009455591595689761	0.0002207170694741856	0.002905434803336382	0.003062617491429553	0.0008749388202719532	-0.0005655612794747134	-0.005698001883903903	-0.004941328435342784	-0.002275561692417827	0.001699497882498083	-0.0002965527969504556	0.009165538972069509	-0.0005898488053361906
-0.007284724556155031	-0.004797282704112116	-0.00943432313512016	0.0003380387964579956	0.003444440284648964	0.002418947554077122	0.001100689392366905	-0.0005657941158461188	-0.005221057806315377	-0.006009585732864364	-0.002442538368962688	0.001893206985676396	-0.0006965074356484746	0.009156086191895285	-0.001173573715445186
-0.007555320071933824	-0.005422699987502222	-0.009785006800533957	0.0002660371628764868	0.003410714044701724	0.002144543275691912	0.0008425638088354614	0.0004762883666982187	-0.004111392220209786	-0.005840104583392014	-0.00339972357184648	0.002164967902167789	-0.0008872942218183799	0.008655450903042428	-0.001284958853935814
-0.007436101703352516	-0.004949877422638083	-0.009408874168122083	0.0008513008571459646	0.004348535670588793	0.00116357680756074	0.0005072372498213795	0.0009862570154464123	-0.003612236843728966	-0.006416791768411478	-0.003751407116852845	0.002665404968446	0.0002933079040391418	0.008359947950655644	-0.002209384937323922
-0.007538225540488774	-0.005375439115835656	-0.01019659442552046	0.0009417092824215434	0.004424825956483636	0.0006863779955343929	0.002251828712061088	0.001090663696660998	-0.003921118461835627	-0.006538221489442386	-0.003720031913697075	0.002299198838475347	-0.0003131218789255708	0.00833579825929176	-0.001759161372459073
-0.00697618245851217	-0.005036711272234984	-0.01028211937529822	0.0009007875999531567	0.005308597617753374	0.001148159518963854	0.002971929089704783	0.0008302371223597449	-0.004071270768050583	-0.00728165227113764	-0.004643044346904546	0.002235034407760683	-0.0002225028902850812	0.008794408830248401	-0.00171922384910983
-0.006171405584869172	-0.00503827299303844	-0.009889198412037503	0.0007717580963050308	0.0053196246235796	0.001544915815895886	0.003026131283387357	-4.74505835009742e-05	-0.004373371089535671	-0.006820061239855901	-0.003830405453046137	0.002789759136055739	0.0005959082599961141	0.009312742326734014	-0.001322792512463145
-0.00570862088760804	-0.004991816253960613	-0.00936022748438492	0.001090433332996132	0.006068636288841134	0.001365805959139155	0.003487783889950025	-0.0007479210115773904	-0.004626621923300545	-0.006168094995093854	-0.005233051097613517	0.002538314067858774	-0.0001973645204575436	0.009496974003817549	-0.001755165487408616
-0.005015734286919593	-0.005784309360325091	-0.00935840021955725	0.00109858916259653	0.006999711154305421	0.001015360558532685	0.003959674914084166	-0.001270637989490564	-0.00469726685146421	-0.005975871406773914	-0.005447212729608353	0.002903089846012577	0.0002097169779635144	0.009198501480541077	-0.001376340732611947
-0.004886651080940885	-0.006303533889984114	-0.008684908547079706	0.001003098534152869	0.006290465156531644	0.0009884865471559978	0.004564095899734888	-6.428967306071343e-06	-0.004355078448717964	-0.006280767590354674	-0.005188157528233206	0.002372973842812043	0.0002227945719114333	0.00876407373036231	-0.001395735904273221
-0.004760075858176283	-0.005086505474656666	-0.007979708843874778	0.0002182355136372549	0.005673484598310408	0.0009801638583012418	0.003963135063448253	-0.0002706072577897123	-0.004714937133006192	-0.006969474452129587	-0.006282131182774098	0.003100272690852543	-0.000200731899024531	0.008582144423644134	-0.001434044912484445
-0.005431079342657075	-0.005312598044843575	-0.007903728389285769	9.16427781331719e-05	0.005933055741153215	0.000798405367261168	0.004568613333870875	3.360612915082051e-05	-0.00304478734842184	-0.006999769514398957	-0.007037741668056485	0.002269454508042973	0.0001916764460930809	0.008037931777008678	-0.002382523953448623
-0.005536028326029507	-0.005566570302591278	-0.007915343860051549	-0.0002705711360414531	0.006255407771197596	0.0006940679918260306	0.004731827473678563	-0.0002878709999034612	-0.002606462249599262	-0.007431355094752012	-0.007336657295689553	0.003171521970095653	0.001114002977878115	0.008002232674257148	-0.002308273983243569
-0.005046673488291797	-0.004945359537152416	-0.007120478871851521	-0.0001096539822610931	0.00568044973583004	-3.32078888765075e-06	0.005170926038962298	-0.0007815426251170932	-0.002388304978027889	-0.00799694264114692	-0.007216132360656768	0.002621734346464913	0.0002254404201594284	0.008591478757687732	-0.001861249123466746
-0.004789167835401731	-0.005913575592114972	-0.005577019002242722	-0.0001656388211997983	0.005525003602701473	0.0008849716257127715	0.004986534732459025	-0.0001205184268632253	-0.003276408521091734	-0.006598095203933729	-0.008036076733449971	0.002737918740748232	0.0006204825839588035	0.008637360398268845	-0.002370772138158839
-0.005048796993123439	-0.005656117101840774	-0.004714798382216556	-0.0005487829902626196	0.006212231593639483	0.0008384553951882312	0.005252377959875321	0.0006373598366286037	-0.002752431784994569	-0.006895404280548356	-0.008216496078395918	0.002721646763537755	0.001301446689680075	0.009203112827743609	-0.002262624312817152
-0.005299263431217893	-0.005845498801732407	-0.004560971817033188	-0.0006063838075642258	0.006722352541605359	0.0006043970423446066	0.005494129959545235	0.001058350588149626	-0.003035504933952271	-0.006551829111666962	-0.008172968849351814	0.002253004069609335	0.001973919805067115	0.009693640736354758	-0.002090916973219115
-0.005476002814592484	-0.005595720972827789	-0.004966147677712085	-2.535922754676179e-06	0.005725847940129425	0.001677356765071525	0.00566666204321481	0.001681373871741276	-0.002313635232086997	-0.006691013536336721	-0.00751923578072744	0.001534526297015532	0.00251420485460585	0.009852427784425133	-0.002274043845244766
-0.005258362392430826	-0.004799276661656249	-0.004201297009044258	0.0004750286983113972	0.004961117465025477	0.001315317194256593	0.005735164192657793	0.001605971831184827	-0.001557292892745477	-0.005128463650209025	-0.00722405275370519	0.001889077395473726	0.002469873606778084	0.01035283729441244	-0.001756219996857933
-0.005594065845922924	-0.004715571579941236	-0.005171313270988076	0.0009201216283000746	0.005241716591952938	0.0001432498210545141	0.005762439610304371	0.002041706778890373	-0.002357508676621822	-0.005171454541616272	-0.007520057207905939	0.001965470625437213	0.002950666942238889	0.01029310582974241	-0.002210033396903788
