'5um_afterProtein_0'	'5um_afterProtein_1'	'5um_afterProtein_2'	'5um_afterProtein_3'	'5um_afterProtein_4'	'5um_beforeProtein_0'	'5um_beforeProtein_1'	'5um_beforeProtein_2'	'5um_beforeProtein_3'	'5um_beforeProtein_4'	'5um_duringProtein_0'	'5um_duringProtein_1'	'5um_duringProtein_2'	'5um_duringProtein_3'	'5um_duringProtein_4'
-0.0008717891436814673	0.001880065474269867	-0.002423513028718988	0.0009645628225195043	0.004564905499183203	-0.0009022783344250218	-0.0006893228909666208	0.00164439063002203	-6.810300566204019e-05	-0.003185378220884327	-0.0003768790454182769	-0.001464471834667538	-0.0001334877375681158	-0.0004683695676988564	0.0003324623924226278
-0.001263199117155223	0.001394988719727812	-0.002511019758664523	-8.132461521469583e-05	0.004143955176746594	-0.0005977726691436258	-0.00106507499673743	0.001440758579321355	0.0002571374308602409	-0.002310004160501478	0.0004908586638588952	-0.001424409272150956	0.0005860661332121042	-0.0008733463867605651	3.738970329719704e-05
-0.001313957356601225	0.001945626352788415	-0.002512429078061956	-0.0003147523086317085	0.003559282904585737	-0.0002548469017433774	-0.001117651938066781	0.001115919533198617	0.001197078162598578	-0.003101408146537254	0.0006948603047336466	-0.0004718996064453362	0.001527071024216193	-0.001765448867045327	-0.001015426288633603
-0.002019969763402463	0.001866280313218775	-0.002092588582072008	-0.0001678089972232347	0.003652501249346352	9.577136586469415e-05	-0.0006910250023653697	0.00179853197492974	0.0007945832139256009	-0.003244854782565254	-0.0002519574729181739	1.455598371634392e-05	0.002559349616659344	-0.001802839733596545	-0.0009599228594241449
-0.001661919782651622	0.001365927284825305	-0.003314441953656627	0.0002582078750590928	0.004216476127177016	-0.0001600169552681274	-0.0006867501621234933	0.002373907858220003	0.0003237296892851238	-0.003757852745738144	0.0004233790577931051	7.081991142958433e-05	0.002148604076239315	-0.002447022030423712	-0.0005412388179392713
-0.001819364975714111	0.00135684415431666	-0.002164923566696425	0.001160556733355756	0.004074825107069024	0.0006726906192634496	1.255150293913085e-06	0.0018995343731803	-0.0005294670620306641	-0.003743931460029659	0.0009359220755330577	0.0008370665819896345	0.00244450518178789	-0.003741554999860675	-0.0008604767268047819
-0.003022768878576554	0.001520871618494977	-0.001931013885037858	0.001461307784159616	0.005109772336591822	0.0004178113038768583	0.0004025351808664875	0.002125514490958103	-0.001288062354623268	-0.003747132487833538	0.000584195007610977	0.001176055138992299	0.003052707404487671	-0.003628462459723009	0.0002302693178602988
-0.001493328339876476	0.001245724110333156	-0.00338764868046687	0.0009489870908382155	0.00607918831281673	0.0001034041196297242	-0.000634445656875586	0.001522907991299172	-0.001100144233844705	-0.003505906730111308	0.0007669364785278798	0.001402172473308497	0.002873724546837444	-0.003441690164053962	0.0007016761391253623
-0.000880657452978717	0.001398748320872709	-0.003035191703853912	0.001157521034000682	0.006266394164896272	-0.0003263914456014261	0.000290338718708474	0.0006508494508242757	-0.001120317098331144	-0.00271285949504757	0.0002057480598375294	0.001440579283503135	0.002524942469473896	-0.002952719440378559	0.0006941550590186529
-0.0009882789923738589	0.002045600620919213	-0.003610654190128154	0.0001842705259883018	0.006184701474080789	0.0003103740610943539	0.0002599722823196492	0.001479761405715097	-0.001056597959051261	-0.003092511572915013	-0.001088132207058501	0.001486426690494674	0.00369322898113561	-0.002853694732324802	0.001380577460646404
-0.0006111384883844551	0.002205540175597299	-0.003687045010513978	0.0004890816136550891	0.006108680115105236	0.0001553592026912742	-5.135238957035791e-05	0.001894348450143857	-0.001288815601909701	-0.003305259689794449	-0.002201663800422748	0.0005536134395410092	0.003730141856616558	-0.003014926555733349	0.0008608130160994154
-0.0007068939221376302	0.002844998279547685	-0.004181445352309937	0.001703022665459976	0.006867886192576167	-0.000628659514385399	0.001581419446527624	0.001319560720198953	-0.0002502672324295879	-0.003840791497116913	-0.002268215676045293	0.0002063968757269885	0.003579411503798202	-0.003636146612001456	0.0008458160133196224
-0.001885497657559854	0.003325628798255383	-0.004544432023961431	0.0007588775401492619	0.007330763353329273	-0.00140859915773317	0.001210862900491852	0.002111379966812987	-0.0004118008821902552	-0.003628554563083641	-0.002389823461546481	-0.0002520240669995621	0.004709525608141162	-0.002968035796206137	0.0007259165259004274
-0.001911068627427404	0.003147765092185256	-0.004163768183605865	0.000499420644704587	0.006467362132153598	-0.001316335306898897	0.0004689043632541915	0.002652135795479238	-6.262909208944178e-05	-0.004047044779835307	-0.00247891809933376	-0.0001767295315549117	0.004264090845912151	-0.003620054525288352	0.0003559109021755713
-0.002190814595592006	0.003599010889744479	-0.004553789768396488	0.0009706579723627474	0.006052990306780859	-0.001789437497794144	-0.000595777423615905	0.0026885798166012	0.0002057054380597695	-0.003153160857564896	-0.002248077440773488	-0.0001550668335577043	0.003532857290673659	-0.003653878373869435	0.001293548554031521
-0.001366317069591338	0.003934334543933583	-0.003689541816275038	0.001614398660298652	0.006863436990973582	-0.001876800499926667	-0.0005136995801321743	0.001193686456651744	-0.000437652353395962	-0.003078385688146723	-0.0008294793801860711	0.0009620585340847226	0.005187506574886317	-0.004239386044145699	0.0009057814947155407
-0.0008337106039332243	0.003016373115795175	-0.004102271171245675	0.001552934881982318	0.006787542766320542	-0.0007625143662864931	-0.0008509560372237813	0.001100442568712667	-0.0002750495486428389	-0.003009542784588148	-0.0004134211313667757	0.002007517509751963	0.005627441785004766	-0.004119721634123358	0.0002383322625397755
-0.001493701602690023	0.003454480326689553	-0.003416950790401441	0.001748218452174153	0.00801585777061542	-0.0006387099431167664	-0.001286308136594238	0.001013806413680485	-0.0005545503590369122	-0.002939698028889048	-0.0001163337749388038	0.002162518197497534	0.003686133071476468	-0.00373127619120045	4.553945597063347e-06
-0.00194382407993221	0.002352250124928713	-0.00343780988632944	0.0006418326497671881	0.007695804286595886	-0.000996624327049056	-0.002005051460855316	0.0006213679370452585	-0.0003120721807795684	-0.00303796768348541	3.839497306057371e-05	0.002125426161948357	0.003835022680741387	-0.00435963483759691	-0.0003792512248357305
-0.002325763990766117	0.002860833397561865	-0.003703441961475207	0.0005589049277781553	0.006683529309548741	-0.001579106432762711	-0.002999162184053075	0.0009432974171391661	-0.0008349125619063619	-0.001851816765972625	0.0003754414554002494	0.001886365409306145	0.00291306690081064	-0.004221959200900433	-4.491630185998741e-05
-0.002694882936613463	0.002214791209544979	-0.003359169713827437	-0.0001640311334189324	0.00719620194259607	-0.001621537025687236	-0.00242702614821887	-0.0001892534232695864	-0.001005140391439174	-0.001558151724910806	-0.0002889916570070206	0.001942387417052854	0.003307625545051644	-0.004608791075261021	-6.399523522021555e-05
-0.001903222077052402	0.002760801927191289	-0.004483529300550737	7.546748573234244e-05	0.006869247863614314	-0.00230360810226049	-0.002144153185570249	-0.0002894455524481976	-0.00185772220435218	-0.002699246794750976	0.0005038260512816306	0.001937947500791209	0.003232990704946811	-0.005480478140046624	-0.0003311471771063057
-0.003038732902709285	0.003843798118499914	-0.004224287539540655	0.0008670250682051416	0.007028051321186002	-0.00329394520952131	-0.002613984681821585	0.0005346199940907681	-0.001556597206216259	-0.003316799262649883	0.0006975016542583035	0.002362994657871376	0.002487573046311118	-0.00519037607819503	9.619566138135971e-05
-0.004092506852420907	0.004357731177766215	-0.004243817018599966	0.001630645439099427	0.006715559818615713	-0.004041466092557289	-0.00196834291536477	0.0008182920380945813	-0.001919901980240168	-0.003275045083351413	0.0004919700482522993	0.002583024990308852	0.001497105822171278	-0.004922838806489915	0.0001362170122419792
-0.005265457694631603	0.004752039846312249	-0.00334662861587387	0.00294004847377554	0.0055697961856358	-0.003951594831483551	-0.001827720313367925	0.0008171215630494721	-0.002462699739404745	-0.003697847758048989	-0.0002253659537885255	0.00247733051378736	0.001791497682118236	-0.00478068159724454	-0.0002047410345502043
-0.004806972096995543	0.004220968604992131	-0.003030459051143242	0.003240950697506813	0.00511952761384793	-0.003915455871519202	-0.002432705665687887	0.0005504377142804828	-0.001150723767070538	-0.00460407885588987	0.0008998607355922283	0.00255597870007572	0.001457146053681638	-0.003720603242855197	-0.0006516820996146921
-0.005214742243682124	0.003879513165109837	-0.00334282731603161	0.002759700691777729	0.004715294348083487	-0.004215461785804453	-0.002421108395940928	-9.760509768463876e-05	-0.001479734541474695	-0.005288117833129602	0.0004115911564260832	0.002889694133985779	0.0001172155143570885	-0.004444306515078156	-0.0009364778790648121
-0.005743371894753158	0.003665755697094784	-0.003899797960932844	0.003010509660480828	0.005669138692226405	-0.004198212368924259	-0.002790468251247373	0.0006815005691979681	-0.002272598412556143	-0.005596626980817754	-0.0004624925813585534	0.004428928411255917	0.0005987169557727483	-0.003503881898179184	-0.001523124773515239
-0.005531822473590187	0.003544224806020256	-0.003308091443990524	0.002878795114773566	0.006424056701963221	-0.004890069593579516	-0.002557134758965844	-0.0001611785571223878	-0.002136920737696918	-0.005208854634832227	0.0004570700663542038	0.003704137553273659	0.00124817913977824	-0.003596266729101322	-0.001159935803396739
-0.006581212951116022	0.003680795116811422	-0.004313378111468036	0.001427842385488374	0.00599594656639546	-0.005308975942832417	-0.002175893068450124	-0.001243732024325039	-0.001467890328291574	-0.005089118205608978	0.001403532373811855	0.003437575359607342	0.001558666124076034	-0.004048087675966178	-0.0005755000092854123
-0.006363475223519099	0.00369943025479285	-0.003702516989468135	0.001329405752345391	0.006827469236827532	-0.004153784246319181	-0.002760177566939087	-0.001504961761205126	-0.001776867953503056	-0.005662869522121472	0.001018111092013774	0.002818178307836483	0.001926118364305101	-0.003264435747077771	-0.0004489405289649362
-0.007177060243153344	0.002783371369247611	-0.002215760831996511	0.001344286411371999	0.006102144254482633	-0.003591072554668395	-0.002957024457878848	-0.001714515167490271	-0.001755288540913044	-0.004395976924726985	0.0002634591907950679	0.003290129763075342	0.001251582645340837	-0.002816490542732281	-0.0005631840859546822
-0.007831393213806881	0.002630319285750651	-0.002249383318887965	0.001149681418724024	0.004620149664237294	-0.002433871963243184	-0.003581545225677565	-0.001307649274718492	-0.001929371453683534	-0.005520769393663194	0.0001412617509450875	0.0023912536547573	0.0004219516824400145	-0.002295453957303517	-0.0005107575338235137
-0.009059036764050177	0.00158358526024234	-0.002342161280045024	0.001466861728161607	0.004876160687399822	-0.00315894432305297	-0.00360122462264462	-0.00122114333958484	-0.001138922849194215	-0.004198136965811394	0.0002315143455564606	0.001486476549816984	8.76310950732595e-05	-0.001631354894568671	-0.000397004545026669
-0.007914285975568092	0.001750856335983847	-0.002369568921085308	0.002808894085140163	0.004351920851155433	-0.002668149720766455	-0.003387091720600387	-0.0005576183527446488	-0.0007041291056304883	-0.004394657653751743	0.0005255804346960824	0.0007883859647564995	0.0001522858861453709	-0.001795654858665896	-0.0001553526388857751
-0.008160061150071951	0.002484266137517496	-0.003042147863882433	0.003016277816014619	0.004654129003545782	-0.002080277137766928	-0.003363160252845653	-0.001047884239395724	-0.0007959035845443024	-0.004976539193761675	0.0006296075949796531	0.0003313445675604682	-0.0005316367397318715	-0.002081441417498137	0.0006357821173435529
-0.008075316456153225	0.00245090067041652	-0.002211698698258741	0.003322496479983512	0.004531035455515808	-0.001471457223920725	-0.00327509718170179	-0.0005275496439562932	-0.0003795654337327981	-0.00632499362171618	0.001659194886422632	0.0005505113925285826	-0.0008074637806228906	-0.001514290248249922	-0.0003744105455342761
-0.008070668250139912	0.002680687338589942	-0.001815745235833999	0.003918195209826963	0.004749630429173757	-0.001305348060543277	-0.002405065661499057	-0.001730394355388243	-0.001421218164833912	-0.006637884043526943	0.002347960557062989	0.001930859065205875	-0.0002765887658602549	-0.0006761835228182578	0.0002870606951135279
-0.007986846455924512	0.001368370801885933	-0.001705719399524686	0.003804229160251797	0.006018566071776865	-0.000398900426458737	-0.003063574798184547	-0.0006806199764053389	-0.001680864909313171	-0.007243393511381091	0.002385179979359386	0.002914287723203207	0.0005307407961161227	-0.001321953169539397	0.0006363626950487977
-0.008013381530910579	0.002766949967564311	-0.00073021216715774	0.003616625942356147	0.006880018345339134	-0.001270643106050184	-0.002938689438669113	-0.001089832857578688	-0.001326024699728728	-0.006420744460021111	0.002210591202167822	0.003322933584780238	0.0010003933101594	-0.001160685425293073	0.001541336548320227
-0.007980924906182518	0.003409918178440503	-0.0001336230417173789	0.004447278433591469	0.00726200446504055	-0.00101306414052349	-0.00276051263572504	-0.001464659451896777	-0.0009758523217337361	-0.006058436145262747	0.001897083847543724	0.004018668993235011	0.0004533156117490847	-0.000625724716796644	0.0009365671535299103
-0.00750217348656701	0.00373668955753835	8.694026307567992e-05	0.003863077847706601	0.007134706176279426	-0.001545605531217409	-0.002230745017217067	-0.001224846683058278	-0.001563964336462928	-0.006035270021071681	0.00150052760275865	0.003408320694048436	0.001080449601607896	-0.001471648774408807	0.00128542436737622
-0.007800648458348158	0.002986872464665662	0.0009928692969475017	0.00395681252197581	0.006624516203145636	-0.002061879433126301	-0.002173770368910331	-0.002276021087366242	-0.001741130169855623	-0.006322777891901887	0.001501277603240481	0.002079783495702217	0.00121227668134671	-0.0007895383284370339	0.001971298914560826
-0.007383050638017141	0.003941750576189521	0.0006981403652922824	0.004526758236468891	0.006517088522831727	-0.002475678769391143	-0.001090248861308712	-0.002269611976425723	-0.001767290635910274	-0.007002155372218044	0.002304282182186146	0.002108405840282337	0.001487544751595068	-0.001366891502298712	0.001797222919280195
-0.008311655961832698	0.003715486758439003	0.001637398870565271	0.00506775744822987	0.007150888636085928	-0.002752582904571144	-0.001516555423152814	-0.002427169523656625	-0.00243712494294665	-0.006864441249180731	0.0005599441070497369	0.003205472610738377	0.0006609128944617196	-0.001435626036858068	0.002152625747184944
-0.008050660453319036	0.003479723765113546	0.002004949725822713	0.004294137572980344	0.007669028571325676	-0.001420008069749845	-0.002153402220299897	-0.002603830882103586	-0.003693892836455853	-0.00684954618875494	0.001674685593315961	0.003158981789990467	0.0001721557581830443	-0.0009009155352892873	0.001759698330036363
-0.008521230477822384	0.002484638068816068	0.001833469468036919	0.004897074625781854	0.008599816947007399	-0.001127713428557886	-0.003274939550945479	-0.003141838355767368	-0.003443079532427298	-0.007530311246476185	0.002692754948969367	0.004747939020125935	0.000466690610687135	-0.002599335160289956	0.002491036693471671
-0.007596768467504789	0.003270451337339747	0.001944994065480321	0.00536232150916652	0.006729247483377776	-0.001791978023289897	-0.003429587590969401	-0.002640309734394553	-0.004426699587834329	-0.006574994688257174	0.002131706001016087	0.005176827653182101	0.0014270065226091	-0.001907715747488881	0.002214344791133027
-0.007503301510734084	0.004373899883350824	0.002447585182552559	0.006250487769606091	0.006090989680518244	-0.002298028072416303	-0.003720983728487589	-0.003537953970797869	-0.004997390636774846	-0.005829986562601863	0.001588936276617381	0.004712761014818795	0.001405800285776984	-0.00151939022787187	0.002594777942657944
-0.008218822025112704	0.005569611134537404	0.002010373046350544	0.006536375225104784	0.006370954250327743	-0.002391257761326981	-0.004753428842770703	-0.003063997631922111	-0.004539234353612642	-0.005232502926163007	0.002440771509960582	0.004113794570573925	0.002304185142961698	-0.002096528578105328	0.002130732646401068
-0.007925210468056054	0.005387705732496036	0.001446671448837256	0.006452468576371695	0.005769044936023038	-0.003150946319022463	-0.004784491809768263	-0.003470789490301385	-0.004632028143626843	-0.004368759286418944	0.003518270044580163	0.004395765707155136	0.002311178090900604	-0.002516913383807134	0.001243163681314441
-0.007569951403459729	0.004797348445899262	0.0004681719399774464	0.006801417876737727	0.00529067283374629	-0.00223113470544456	-0.005884838366981527	-0.003810419689021238	-0.003356903535476768	-0.005165421781912316	0.003617103866310756	0.004815263532735939	0.003173699706339333	-0.00291139445337707	0.001226623340797872
-0.009045864034060713	0.004130784094088416	-2.754753184108782e-05	0.00603983051176056	0.004653545104387424	-0.002221363065394222	-0.005594606664778085	-0.004991746739760217	-0.002749001843217691	-0.005316088178776934	0.00393803023701611	0.004531420534041042	0.003070530584467775	-0.003197183925670366	0.0009715452500215771
-0.009234184963906711	0.003718332249909521	-0.001225284775158569	0.005953823755655739	0.003687903689886807	-0.002862835551749709	-0.005341417364363872	-0.005123694268988344	-0.002258979904942088	-0.006290831182512502	0.004539719160088884	0.004037225643536146	0.003312131984955561	-0.003015597203723713	0.0009258029484579544
-0.00963891176496845	0.004094666988676221	-0.001128357431275762	0.005628738174685704	0.00298669814379271	-0.003437576021802169	-0.005017775053627046	-0.00465904035441661	-0.001509120618560886	-0.005388728253809982	0.004998640303460533	0.004876265330785279	0.003515824930548854	-0.002548245684194678	0.00121291784627281
-0.009479331400332636	0.003824603750968117	-0.002695197472378147	0.006394003322588146	0.003505596393709287	-0.002815546286486059	-0.004667209963609916	-0.005213285542038537	-0.001385560460120075	-0.004228774680260894	0.005246825495188401	0.004930857164810579	0.003368970416587798	-0.002782842906666	0.0007101412624415104
-0.008656041231823619	0.004275248765314571	-0.002479938488167271	0.006448276684599659	0.003324790223578233	-0.00270617164116882	-0.004691583793078456	-0.004494524832843461	-0.002039193121363914	-0.004737074398364738	0.005842871748489964	0.005196428758302757	0.003377756974516477	-0.002340712524534577	0.0004069914436501954
-0.008542692509353911	0.005041008267997325	-0.002826584854005582	0.007260400589471815	0.003043433205980439	-0.001924789959814044	-0.005604185859624524	-0.003221307178424282	-0.002563277905656441	-0.003668772889779792	0.004964110217081208	0.004359025796226268	0.004708100001932156	-0.001937881076644249	0.0004879919437038027
-0.008232767210171299	0.004276541769148663	-0.002440568871606208	0.008032641056677026	0.003450105079894183	-0.001424099380325394	-0.004149125497194421	-0.002426964485772953	-0.003001948094266377	-0.003574366658379902	0.004033090467491673	0.003915606112467801	0.005199937599935433	-0.002574152671214386	-0.0003472926737880799
-0.00811111030733791	0.005078284164174149	-0.001472165311621892	0.008241660377783865	0.003046996151955028	-0.0001281289777830263	-0.00385303270705761	-0.002113579038652835	-0.003215251529064184	-0.003355274187546053	0.003175251957074576	0.003034721590563089	0.005487618966607846	-0.0026759494045768	0.0005816983642825679
-0.008112616963171004	0.005987143526352094	-0.002293936898647708	0.008730566336958949	0.002646706690785594	0.0005848124996826742	-0.003441946711790132	-0.001986983431753131	-0.003331063076936258	-0.003445429636688702	0.003423816403454905	0.002667971218114989	0.006493770700529707	-0.002615274995633077	0.002084445634361387
-0.0078488491944253	0.00518146409865522	-0.002292712731146562	0.008555486744799374	0.00374317331106877	-0.0003177959457686397	-0.003404240247892647	-0.0023833606971157	-0.004599698790520579	-0.002878463572977441	0.002553950131695903	0.003307244415510141	0.004849346597817331	-0.003387443217165748	0.001850815785899795
-0.008393037954400162	0.004617916197896581	-0.002603304369729609	0.008533623320934469	0.003442306936578987	-0.0006716495306676729	-0.004334562987681747	-0.001416595663009945	-0.003867706879149141	-0.003087877061110356	0.002553379674439915	0.003696926027941694	0.003963203995491358	-0.003315336262898871	0.002273675737080705
-0.008108905906115016	0.003623746295954924	-0.003608257882605798	0.008265958160979508	0.002446057517668243	-0.001350406824771055	-0.003278994676445605	-0.00176913700945408	-0.004791238437267989	-0.001982152213893251	0.002545361603990326	0.003880873288127598	0.004404797950872077	-0.003136239276686076	0.0005396689248420294
-0.007311595488014744	0.003128146475769311	-0.00449647985330931	0.007853934000753978	0.002119917942562499	-0.001560381852307113	-0.002268642773657998	-0.001875561944851167	-0.004686138038253906	-0.002136703527120087	0.002547758014216472	0.003677503076756919	0.004340595514797957	-0.002352010259591364	-0.0001267769030957044
-0.007707615370000309	0.003526008645553427	-0.00557713055168596	0.007582193740865328	0.003460289332811839	-0.0006487999330947458	-0.001614057672953207	-0.001768714255563575	-0.004102139646031053	-0.001928611857722362	0.002366572310376847	0.003491790692357	0.0045142087625278	-0.002129551251803058	-0.0006226377248738091
-0.00755748765590758	0.002949777629382443	-0.005462995035308615	0.007347364565296815	0.004015708290885045	-0.0009721963255504562	-0.00124746528194554	-0.001269407500327613	-0.003593160170566656	-0.001217014407487782	0.003438804071063228	0.003169878221899458	0.004859173662057164	-0.002208518921800823	-0.0002749996969210189
-0.008507884984426339	0.002700824895210813	-0.005055020589029735	0.007530586119172022	0.003893777732563941	-0.001495361399943329	-0.0009978637942658127	2.008558828325846e-05	-0.003935661772444546	-0.001870121191186014	0.003394340257103723	0.002914967179684508	0.004977481246086893	-0.001699875975187504	-0.0006358241495996175
-0.008956904202279792	0.002747455106075471	-0.004375175578017476	0.006325138719185087	0.003994505801013681	-0.001160290644317108	-0.0005980186675609983	-0.0004710534737192851	-0.003849613241723143	-0.002262250410872468	0.003083243983436845	0.0035926233714106	0.005700292923447856	-0.001274624027014865	-0.0005868094731001916
-0.008798557159949927	0.002736506913650183	-0.004433208977085573	0.00620143758394235	0.002468691204926765	-0.001729018502196311	0.0002612713533125116	-0.0006655680654457652	-0.003109756000849687	-0.002219366931702549	0.004273244009564747	0.004046750301159946	0.005393868049713708	0.0001464043487924005	-0.0002431975845365586
-0.008866555892702688	0.003052477971080304	-0.005402475230910087	0.006157863204754843	0.0008864774225409988	-0.004312452035872494	-0.0007975562450757093	-0.0007472555270746639	-0.002462864012422905	-0.001966208706836947	0.003138161859159494	0.003474555046032432	0.006997027201275725	0.0007224892285357665	-0.0006622568251081207
-0.00965333166572957	0.003525540711802957	-0.00642525967187102	0.00721973654599647	0.001095330594607424	-0.005292277933817369	-0.002071330154251514	-0.001211513152201027	-0.001675771596333156	-0.001565781649751574	0.003199732006998079	0.003542418922438312	0.007415254104260239	0.0002488668921215853	-0.0009063595998330953
-0.009527098531599942	0.003761777211897056	-0.007212365251758973	0.006357751741002251	0.0003663280450978412	-0.005460276439883449	-0.001491320867601878	-0.001758168819072425	-0.0008544085968266446	0.0003054308326890798	0.003530807236940436	0.003057431358500715	0.007386195703704281	0.001128375233380718	-0.001540845989368322
-0.00945302031871198	0.002785570040913309	-0.007211873072298813	0.007041820779143339	0.0002885467149791321	-0.006041955129889365	-0.001319258214779006	-0.00183597351475967	-0.001305301959298857	-3.024044332411435e-05	0.003740494522689652	0.002571957752561957	0.00759243756911282	0.001928814243719018	-0.002729627913840016
-0.01018777157182693	0.002693294370783715	-0.007599253417859775	0.006709603483363875	0.0003828799984816333	-0.006481075105947087	-0.001784898219678291	-0.002948280477726495	-0.0002710808402561493	-0.0005351737873296458	0.003392176399496183	0.002504694546415998	0.007197913208826005	0.0023332559427163	-0.002815093911837374
-0.0100147304386905	0.001788622522829769	-0.007076940695465522	0.006353580015927031	-0.0001909336923682226	-0.006324787922476593	-0.001976353238822663	-0.00356382517022108	0.0006879921327189453	-0.001480722094414355	0.003019554936006252	0.002246373638711413	0.007709730549333309	0.001127473786854433	-0.003463509937954135
-0.01023279643028163	0.002354092850967805	-0.007232822211870854	0.006512448141459487	-0.0003079148101334805	-0.00620098364504118	-0.002771999115924495	-0.003783849249113513	8.526485020703134e-05	-0.002758776478867686	0.00309131328024459	0.002722311976121161	0.006685121314175365	0.001546507467111019	-0.004213520859296882
-0.01087638296465665	0.002844985025873908	-0.007198609278325108	0.007047687542737372	-0.001060286122860465	-0.005486455655167921	-0.003150032770917769	-0.004515296905300059	-4.369824516545218e-05	-0.00306522677983101	0.003110871763164713	0.002434744721332538	0.006502303228188719	0.002030444643842055	-0.004457768944467644
-0.01097680059689221	0.003749068690855561	-0.006359533026194408	0.007185810200035904	-0.00101166235936001	-0.005073736834408371	-0.002898716415670884	-0.004070831991910939	0.0006976317184096553	-0.00492929168050743	0.002971094763822513	0.002610439067983569	0.005640124861112962	0.002519150126989084	-0.004719465884415852
-0.01109447423698129	0.003976245365502312	-0.006300546093173015	0.00741812837007449	-0.001785420510374003	-0.005410038027518937	-0.003564515970676158	-0.003006582749648767	-0.0001338308147490197	-0.004927977685980245	0.003492271618373288	0.002864112468719537	0.00555363509673891	0.001823484052467766	-0.004550075963931532
-0.01069982861794161	0.003684040448409684	-0.007032346458472588	0.006515266601891894	-0.001239061489878734	-0.005096306072286838	-0.004585217215436362	-0.002303157505269104	0.0004432510855864602	-0.005027420574766461	0.003634857409528847	0.003053759306027651	0.004665669697239402	0.002067722284453316	-0.004810844701015171
-0.009963267908341455	0.004372072324503477	-0.00690551606657791	0.006054340896139177	-0.001346087251032801	-0.004473893436439114	-0.003474065469299343	-0.002024300644103305	-0.0008134307880241776	-0.004395125485222973	0.004243311160392671	0.003781037013272065	0.00493487836110967	0.0007777817679713028	-0.004362316210791473
-0.009844318024323062	0.004485053088606382	-0.006945209857101176	0.005464692857335696	-0.001731194397666891	-0.004454606176082621	-0.004470158675533624	-0.002088548143181601	-0.001698207681613398	-0.00421175179123473	0.003877881092102076	0.005149931948076128	0.004721179282872235	0.0007558514916411463	-0.004112413543232829
